histidine-AccQ; Formula; C16H15N5O3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Tgt RT;2.54; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; RT tolerance;0.2; minutes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; m/z tolerance;15; ppm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ; Abundance metric; EicCoreArea; (20.0 % threshold);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;; Ion Abundance;;;;;;;;;;;;;;;;;; Corrected Abundance Percentages;;;;;;;;;;;;;;;;;; Summary Statistics;;;;;;;;;;;;;;;;;;;;;;
histidine-AccQ;;;;;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;m+0;m+1;m+2;m+3;m+4;m+5;m+6;m+7;m+8;m+9;m+10;m+11;m+12;m+13;m+14;m+15;m+16;Abund;%; %; % Fractional;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;024_A7.d;5.524;2543422;564545;145718;25097;20230;0;0;0;11252;0;0;0;0;0;0;0;3310264;95.55;3.37;0;0;0.63;0;0;0;0.45;0;0;0;0;0;0;0;100;95.55;4.45;0.63;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;025_A8.d;5.522;3026350;748111;208167;50612;0;0;0;0;9864;0;0;0;0;0;0;0;4043105;93.62;5.81;0;0.24;0;0;0;0;0.33;0;0;0;0;0;0;0;100;93.62;6.38;0.61;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;026_A9.d;5.527;2593904;604244;150536;29686;15459;0;0;8100;10722;0;0;0;0;0;0;0;3412650;94.55;4.37;0;0;0.42;0;0;0.28;0.38;0;0;0;0;0;0;0;100;94.55;5.45;0.74;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;027_A10.d;5.517;3601591;902739;148880;37623;14734;0;0;0;14212;0;0;0;0;0;0;0;4719779;93.68;5.7;0;0;0.22;0;0;0;0.4;0;0;0;0;0;0;0;100;93.68;6.32;0.65;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;028_QC_1.d;5.526;3404478;831263;205639;58139;36181;20920;0;16845;13660;0;0;0;0;0;0;0;4587124;92.38;5.34;0;0.3;0.78;0.43;0;0.43;0.34;0;0;0;0;0;0;0;100;92.38;7.62;1.15;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;029_A11.d;5.521;2320175;528981;124209;26635;18903;0;0;0;6453;0;0;0;0;0;0;0;3025356;95.21;3.87;0;0;0.64;0;0;0;0.28;0;0;0;0;0;0;0;100;95.21;4.79;0.58;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;030_A12.d;5.446;406496;84303;34961;0;7412;21823;12234;0;7691;0;0;0;0;0;0;0;574921;87.44;1.97;1.15;0;1.23;4.56;2.02;0;1.62;0;0;0;0;0;0;0;100;87.44;12.56;3.81;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;031_A13.d;5.527;2693767;671066;158946;35411;19869;0;0;0;11193;0;0;0;0;0;0;0;3590252;93.24;5.81;0;0;0.53;0;0;0;0.41;0;0;0;0;0;0;0;100;93.24;6.76;0.75;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;032_A14.d;5.53;3099100;729704;163434;24085;23306;0;0;19485;10996;0;0;0;0;0;0;0;4070110;94.07;4.48;0;0;0.56;0;0;0.61;0.29;0;0;0;0;0;0;0;100;94.07;5.93;0.88;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;033_A15.d;5.523;2716868;610011;134112;40445;20165;0;0;22528;9379;0;0;0;0;0;13115;0;3566623;94.2;3.45;0;0.23;0.52;0;0;0.81;0.25;0;0;0;0;0;0.52;0;100;94.2;5.8;1.42;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;034_A17.d;5.529;2404357;549035;132513;38319;26972;25580;0;0;10068;0;0;0;0;0;0;0;3186843;93.71;3.87;0;0.29;0.84;0.86;0;0;0.41;0;0;0;0;0;0;0;100;93.71;6.29;1.05;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;035_A18.d;5.522;2253892;490679;120166;24077;19646;0;0;0;0;0;0;0;0;8501;0;11008;2927969;95.46;2.91;0;0;0.7;0;0;0;0;0;0;0;0;0.4;0;0.52;100;95.46;4.54;1.25;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;036_A19.d;5.536;1931192;427220;130874;38546;17350;25413;0;0;8128;0;0;0;0;3334;0;0;2582057;93.6;3.41;0;0.72;0.55;1.12;0;0;0.41;0;0;0;0;0.18;0;0;100;93.6;6.4;1.27;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;037_A20.d;5.52;2876764;653011;145402;38880;28250;0;0;18152;10829;0;0;0;0;0;0;0;3771288;94.52;3.71;0;0.07;0.78;0;0;0.61;0.31;0;0;0;0;0;0;0;100;94.52;5.48;0.92;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;038_QC_2.d;5.52;3468182;818160;223537;55860;29886;22116;0;0;10987;0;0;0;0;0;0;0;4628727;93.62;4.71;0;0.26;0.61;0.49;0;0;0.31;0;0;0;0;0;0;0;100;93.62;6.38;0.86;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;039_A21.d;5.525;8612064;1907769;417278;69577;32527;0;0;16748;8773;0;0;0;0;0;0;11593;11076329;96.15;3.2;0;0;0.22;0;0;0.19;0.08;0;0;0;0;0;0;0.15;100;96.15;3.85;0.56;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;040_A22.d;5.532;10160990;2239790;391441;77919;35189;0;0;14338;8446;0;0;0;0;0;0;0;12928111;96.64;2.96;0;0;0.2;0;0;0.14;0.07;0;0;0;0;0;0;0;100;96.64;3.36;0.35;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;041_A23.d;5.523;4191169;1064653;192546;44782;32000;13723;0;14279;6794;0;0;0;0;0;0;0;5559945;92.78;6.02;0;0;0.55;0.21;0;0.31;0.12;0;0;0;0;0;0;0;100;92.78;7.22;0.83;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;042_A24.d;5.526;4999016;1239071;229272;45383;18024;0;0;0;7491;0;11193;0;0;0;0;0;6549450;93.93;5.52;0;0;0.18;0;0;0;0.15;0;0.22;0;0;0;0;0;100;93.93;6.07;0.64;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;043_A25.d;5.525;6187911;1470020;255187;56520;33247;17114;0;0;0;0;0;0;0;0;0;0;8019998;94.89;4.55;0;0;0.36;0.2;0;0;0;0;0;0;0;0;0;0;100;94.89;5.11;0.47;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;044_A26.d;5.52;5072073;1174464;240094;58408;46466;0;0;14576;5612;0;0;0;0;0;0;0;6611694;94.82;4.09;0;0;0.73;0;0;0.28;0.08;0;0;0;0;0;0;0;100;94.82;5.18;0.64;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;045_A27.d;5.528;6018225;1526832;342774;60548;37583;0;0;14192;10887;0;0;0;0;0;14234;0;8025275;92.8;6.15;0;0;0.42;0;0;0.22;0.15;0;0;0;0;0;0.25;0;100;92.8;7.2;0.94;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;046_A28.d;5.523;4620704;1105497;239976;42013;36443;0;0;15499;9106;0;0;0;0;9531;0;0;6078768;93.89;4.82;0;0;0.59;0;0;0.32;0.16;0;0;0;0;0.22;0;0;100;93.89;6.11;0.9;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;047_A29.d;5.539;7082094;1680645;354227;61084;49565;22434;0;0;8057;0;0;0;7798;0;0;0;9265903;94.41;4.63;0;0;0.52;0.21;0;0;0.11;0;0;0;0.12;0;0;0;100;94.41;5.59;0.67;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;048_A30.d;5.538;6526384;1590141;297104;62496;29030;0;0;0;7212;0;0;0;0;0;0;0;8512366;94.47;5.16;0;0;0.26;0;0;0;0.11;0;0;0;0;0;0;0;100;94.47;5.53;0.47;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;049_QC_3.d;5.529;3483366;832765;229409;54583;15174;19378;0;0;8916;0;0;0;0;0;0;0;4643592;93.82;5.03;0;0.22;0.2;0.47;0;0;0.25;0;0;0;0;0;0;0;100;93.82;6.18;0.73;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;050_A31.d;5.533;3880649;950048;212189;51535;22675;0;0;0;8772;0;0;0;0;0;0;0;5125868;93.98;5.4;0;0;0.39;0;0;0;0.23;0;0;0;0;0;0;0;100;93.98;6.02;0.59;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;051_A32.d;5.521;3121010;734978;169164;47773;22011;0;0;0;12441;0;0;0;0;0;0;0;4107378;94.36;4.55;0;0.2;0.48;0;0;0;0.4;0;0;0;0;0;0;0;100;94.36;5.64;0.69;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;052_A33.d;5.525;2851614;691255;167860;37009;18133;19471;0;18647;14548;0;0;0;0;12487;0;11057;3842080;92.04;5.13;0;0;0.42;0.57;0;0.57;0.43;0;0;0;0;0.45;0;0.39;100;92.04;7.96;1.92;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;053_A34.d;5.533;2884868;721949;166416;35368;17496;0;0;0;11933;0;0;0;0;0;0;0;3838030;93.28;5.9;0;0;0.41;0;0;0;0.41;0;0;0;0;0;0;0;100;93.28;6.72;0.72;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;054_A35.d;5.532;4090454;967180;197451;36711;22481;22601;0;0;12542;0;20204;0;0;0;0;0;5369622;93.89;4.5;0;0;0.35;0.46;0;0;0.3;0;0.49;0;0;0;0;0;100;93.89;6.11;1.04;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;055_A36.d;5.534;2527533;613037;151968;36180;18317;0;0;0;13014;0;0;0;0;0;0;0;3360049;93.66;5.26;0;0.05;0.52;0;0;0;0.52;0;0;0;0;0;0;0;100;93.66;6.34;0.77;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;056_A37.d;5.536;3186400;800896;201142;36662;18485;0;0;0;13215;0;0;0;0;0;0;0;4256800;93.14;6.06;0;0;0.38;0;0;0;0.41;0;0;0;0;0;0;0;100;93.14;6.86;0.73;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;057_A38.d;5.536;1807137;370755;150326;24644;17109;0;0;0;10299;0;11599;0;0;1548;0;0;2393419;94.81;1.97;1.22;0;0.7;0;0;0;0.58;0;0.63;0;0;0.09;0;0;100;94.81;5.19;1.29;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;058_A39.d;5.528;2124696;476149;0;0;24200;0;0;0;10223;0;0;0;0;0;0;0;2635268;95.9;2.63;0;0;0.97;0;0;0;0.49;0;0;0;0;0;0;0;100;95.9;4.1;0.7;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;059_A40.d;5.535;2648699;632906;165902;34125;15671;0;0;19361;13601;0;0;0;0;0;0;0;3530264;93.52;4.95;0;0;0.4;0;0;0.69;0.43;0;0;0;0;0;0;0;100;93.52;6.48;0.99;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;060_QC_4.d;5.539;3286592;825846;242761;56823;40087;22434;0;16526;10305;0;0;0;0;0;0;0;4501374;91.54;6.13;0;0.25;0.92;0.47;0;0.44;0.25;0;0;0;0;0;0;0;100;91.54;8.46;1.2;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;061_A41.d;5.535;2658499;615529;165430;42370;23082;0;0;20454;12330;0;0;0;0;0;0;0;3537694;93.71;4.28;0;0.27;0.63;0;0;0.74;0.38;0;0;0;0;0;0;0;100;93.71;6.29;1.05;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;062_A42.d;5.549;3531312;817313;248506;49291;27630;0;0;18115;0;0;0;0;0;0;0;0;4692167;94.37;4.51;0;0.07;0.58;0;0;0.47;0;0;0;0;0;0;0;0;100;94.37;5.63;0.69;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;063_A43.d;5.547;2878628;670535;143716;31357;18646;0;0;11954;13011;0;0;0;0;0;0;0;3767847;94.5;4.24;0;0;0.47;0;0;0.38;0.41;0;0;0;0;0;0;0;100;94.5;5.5;0.8;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;064_A44.d;5.535;2643028;662297;155633;43448;25124;0;0;0;14132;0;0;0;0;0;12791;0;3556453;92.19;5.88;0;0.2;0.69;0;0;0;0.53;0;0;0;0;0;0.51;0;100;92.19;7.81;1.38;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;065_A45.d;5.448;671855;139565;54006;16398;9631;0;0;22469;8419;0;0;0;0;0;0;0;922343;91;2.14;0.84;1.03;0.97;0;0;3.18;0.85;0;0;0;0;0;0;0;100;91;9;2.65;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;066_A46.d;5.544;1907634;433729;0;0;23966;26564;0;0;8204;0;0;0;0;7049;0;0;2407146;94.09;2.88;0;0;1.02;1.18;0;0;0.43;0;0;0;0;0.4;0;0;100;94.09;5.91;1.43;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;067_A47.d;5.539;1642655;353966;113978;0;21868;16586;0;0;9049;0;0;0;7730;0;0;0;2165830;94.19;2.85;0;0;1.12;0.8;0;0;0.55;0;0;0;0.5;0;0;0;100;94.19;5.81;1.44;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;068_A48.d;5.543;1578354;329835;104823;33579;17735;0;0;18494;9225;0;0;0;0;0;0;0;2092046;94.42;2.28;0;0.92;0.79;0;0;1.14;0.46;0;0;0;0;0;0;0;100;94.42;5.58;1.32;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;069_A49.d;5.54;2451444;561878;155705;46810;33343;25754;0;0;7558;0;0;0;0;0;0;0;3282491;93.24;4.06;0;0.57;1.03;0.8;0;0;0.3;0;0;0;0;0;0;0;100;93.24;6.76;1.09;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;070_A50.d;5.542;2099905;458208;110029;29877;15393;21196;0;0;7601;0;0;0;0;0;0;0;2742209;95.11;2.94;0;0.21;0.5;0.88;0;0;0.36;0;0;0;0;0;0;0;100;95.11;4.89;0.86;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;071_QC_5.d;5.541;3285465;812421;228236;53844;22529;0;0;16835;9811;0;0;0;0;0;0;0;4429140;92.83;5.78;0;0.22;0.44;0;0;0.49;0.24;0;0;0;0;0;0;0;100;92.83;7.17;0.9;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;072_A51.d;5.534;6265127;1513514;327871;67875;27670;23667;0;18811;11894;0;0;0;0;0;0;0;8256427;93.96;5.05;0;0;0.25;0.31;0;0.27;0.16;0;0;0;0;0;0;0;100;93.96;6.04;0.72;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;073_A52.d;5.534;4235624;1040556;204608;45972;21773;0;0;15606;6036;0;0;0;0;0;0;4207;5574383;93.75;5.35;0;0;0.33;0;0;0.36;0.1;0;0;0;0;0;0;0.11;100;93.75;6.25;0.77;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;074_A53.d;5.538;4688313;1123435;242060;56455;25555;21312;0;12883;8297;0;0;0;0;1675;0;0;6179985;93.99;4.87;0;0;0.35;0.37;0;0.24;0.15;0;0;0;0;0.04;0;0;100;93.99;6.01;0.76;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;075_A54.d;5.545;7097244;1590712;345626;71056;32891;0;0;20106;7618;0;0;0;0;0;0;0;9165253;95.88;3.45;0;0;0.3;0;0;0.28;0.08;0;0;0;0;0;0;0;100;95.88;4.12;0.48;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;076_A55.d;5.526;7341110;1595072;350449;47713;25422;0;0;18656;0;0;18035;0;0;0;0;0;9396455;96.74;2.8;0;0;0.2;0;0;0.13;0;0;0.13;0;0;0;0;0;100;96.74;3.26;0.39;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;077_A56.d;5.54;5511827;1367035;288257;57733;36608;0;0;14631;10369;0;0;0;0;0;0;0;7286460;93.51;5.61;0;0;0.47;0;0;0.25;0.16;0;0;0;0;0;0;0;100;93.51;6.49;0.7;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;078_A57.d;5.538;4949193;1132555;246521;59716;46626;23983;0;0;9064;0;0;0;0;0;0;9213;6476870;94.64;3.87;0;0;0.76;0.34;0;0;0.18;0;0;0;0;0;0;0.21;100;94.64;5.36;0.88;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;079_A58.d;5.531;4003497;965615;228518;60493;19142;0;0;0;1557;0;0;0;0;0;0;0;5278822;94.41;5.13;0;0.15;0.27;0;0;0;0.04;0;0;0;0;0;0;0;100;94.41;5.59;0.47;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;080_A59.d;5.533;6165049;1502431;296443;70687;21115;17752;8360;0;6403;0;0;0;0;0;0;5004;8093243;94.13;5.19;0;0;0.16;0.24;0.09;0;0.1;0;0;0;0;0;0;0.09;100;94.13;5.87;0.64;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;081_A60.d;5.537;4259847;1055270;245574;55075;36412;0;0;0;8786;0;0;0;0;0;12636;10832;5684431;92.96;5.65;0;0;0.64;0;0;0;0.2;0;0;0;0;0;0.28;0.26;100;92.96;7.04;1.18;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;082_QC_6.d;5.541;3303379;810602;239858;58788;35877;28957;0;18110;12557;0;0;0;0;0;0;0;4508127;91.83;5.6;0;0.35;0.78;0.67;0;0.47;0.31;0;0;0;0;0;0;0;100;91.83;8.17;1.26;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;083_A61.d;5.545;1729899;393378;85739;17052;8956;0;0;0;7036;0;0;0;0;0;0;0;2242059;95.48;3.76;0;0;0.35;0;0;0;0.42;0;0;0;0;0;0;0;100;95.48;4.52;0.57;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;084_A62.d;5.531;2745454;646146;147898;45646;20831;0;0;23402;10464;0;0;0;0;0;0;10901;3650742;93.15;4.47;0;0.32;0.51;0;0;0.82;0.28;0;0;0;0;0;0;0.43;100;93.15;6.85;1.46;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;085_A63.d;5.542;2638274;616904;164510;48171;18404;0;0;0;10853;0;0;0;0;0;0;0;3497116;94.15;4.51;0;0.49;0.43;0;0;0;0.41;0;0;0;0;0;0;0;100;94.15;5.85;0.73;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;086_A64.d;5.531;2799241;709534;221432;51444;14495;0;0;24202;14235;0;0;0;0;0;0;0;3834584;91.75;6.42;0;0.36;0.25;0;0;0.81;0.4;0;0;0;0;0;0;0;100;91.75;8.25;1.16;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;087_A65.d;5.539;2046750;448099;123555;28143;8783;22183;0;0;8979;0;0;0;0;0;0;0;2686492;95.07;3.13;0;0.16;0.2;1;0;0;0.44;0;0;0;0;0;0;0;100;95.07;4.93;0.86;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;088_A66.d;5.534;3066165;720610;174914;40378;17034;19043;0;16880;13333;0;0;0;0;0;0;0;4068358;93.74;4.52;0;0;0.35;0.53;0;0.49;0.37;0;0;0;0;0;0;0;100;93.74;6.26;1;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;089_A67.d;5.539;1835539;398648;0;0;17573;0;0;0;14100;0;0;0;0;0;0;0;2265860;96.41;1.99;0;0;0.8;0;0;0;0.79;0;0;0;0;0;0;0;100;96.41;3.59;0.77;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;090_A68.d;5.532;2094690;418952;0;0;23086;17346;0;0;8274;0;0;0;0;0;0;6484;2568831;97.24;0.37;0;0;0.96;0.67;0;0;0.41;0;0;0;0;0;0;0.35;100;97.24;2.76;1.07;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;091_A69.d;5.534;2567258;574986;144487;49309;17329;0;0;0;10753;0;0;0;0;0;0;8634;3372755;94.63;3.52;0;0.65;0.4;0;0;0;0.42;0;0;0;0;0;0;0.37;100;94.63;5.37;1.07;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;092_A70.d;5.532;2018369;438208;138497;44555;24850;0;0;0;0;0;0;0;0;0;0;0;2664479;95.08;3.09;0;0.94;0.89;0;0;0;0;0;0;0;0;0;0;0;100;95.08;4.92;0.63;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;093_QC_7.d;5.541;3375320;799922;223398;56690;24998;16979;0;0;8036;0;0;0;0;0;0;0;4505343;93.74;4.84;0;0.33;0.49;0.37;0;0;0.24;0;0;0;0;0;0;0;100;93.74;6.26;0.77;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;094_A71.d;5.54;2492809;580915;159112;43499;20848;21282;0;0;13320;0;0;0;0;0;0;0;3331785;93.39;4.42;0;0.41;0.55;0.69;0;0;0.53;0;0;0;0;0;0;0;100;93.39;6.61;1.04;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;095_A72.d;5.54;3285243;780006;183595;48760;27976;58025;0;0;14886;0;0;0;0;0;0;0;4398491;92.63;4.67;0;0.14;0.55;1.57;0;0;0.44;0;0;0;0;0;0;0;100;92.63;7.37;1.24;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;096_A73.d;5.539;3110704;810919;192166;0;29981;0;0;0;11607;0;0;0;8226;0;0;0;4163603;91.9;6.74;0;0;0.73;0;0;0;0.37;0;0;0;0.27;0;0;0;100;91.9;8.1;1.06;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;097_A74.d;5.538;2473227;542692;138998;43591;19636;0;0;0;10259;0;0;0;0;0;0;8891;3237294;95.01;3.11;0;0.52;0.54;0;0;0;0.42;0;0;0;0;0;0;0.4;100;95.01;4.99;1.08;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;098_A75.d;5.546;3087473;745422;190306;36834;32163;55066;0;0;14215;0;0;0;0;0;0;0;4161479;92.16;5.09;0;0;0.75;1.56;0;0;0.44;0;0;0;0;0;0;0;100;92.16;7.84;1.29;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;099_A76.d;5.542;2003703;429007;129106;30326;16611;28795;0;0;0;0;0;0;0;0;0;8947;2646495;94.64;2.73;0;0.31;0.55;1.28;0;0;0;0;0;0;0;0;0;0.49;100;94.64;5.36;1.31;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;100_A77.d;5.551;2319853;532975;0;0;44451;22489;0;18013;11852;0;0;0;0;0;0;5309;2954942;93.22;3.07;0;0;1.68;0.67;0;0.69;0.42;0;0;0;0;0;0;0.25;100;93.22;6.78;1.67;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;101_A78.d;5.544;1743834;384181;0;37494;28405;29965;0;0;8157;0;0;0;0;0;0;12222;2244258;92.99;2.27;0;0.92;1.22;1.39;0;0;0.46;0;0;0;0;0;0;0.76;100;92.99;7.01;2.13;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;102_A79.d;5.537;2487582;592892;191352;52700;19482;0;0;0;13175;0;0;0;0;0;0;16175;3373358;92.52;5.05;0.03;0.71;0.46;0;0;0;0.52;0;0;0;0;0;0;0.7;100;92.52;7.48;1.58;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;103_A80.d;5.543;2253866;553129;177052;50851;35456;0;0;28255;0;0;0;0;0;0;0;0;3098609;91.19;5.63;0.07;0.75;1.16;0;0;1.2;0;0;0;0;0;0;0;0;100;91.19;8.81;1.4;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;104_QC_8.d;5.544;3270598;814115;212223;55182;31652;30950;0;0;11801;0;0;0;0;13313;0;1318;4441151;91.74;5.79;0;0.25;0.67;0.76;0;0;0.35;0;0;0;0;0.42;0;0.02;100;91.74;8.26;1.44;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;105_A81.d;5.54;4375145;1084543;229861;43901;19661;14808;0;13572;8012;0;0;0;0;0;0;8732;5798234;93.25;5.59;0;0;0.25;0.27;0;0.28;0.15;0;0;0;0;0;0;0.22;100;93.25;6.75;0.96;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;106_A82.d;5.544;5532539;1302629;273649;64867;39197;21959;0;15598;0;0;0;0;0;5890;0;0;7256327;94.35;4.47;0;0;0.52;0.29;0;0.26;0;0;0;0;0;0.11;0;0;100;94.35;5.65;0.75;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;107_A83.d;5.551;4427510;1068493;178510;34377;15926;13118;0;12896;4945;0;0;0;6016;3714;0;0;5765506;94.18;4.84;0;0;0.18;0.24;0;0.27;0.08;0;0;0;0.13;0.08;0;0;100;94.18;5.82;0.8;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;108_A84.d;5.536;4534127;1142752;216236;49572;17601;0;0;17597;0;0;0;0;0;0;0;0;5977885;93.5;5.91;0;0;0.2;0;0;0.38;0;0;0;0;0;0;0;0;100;93.5;6.5;0.63;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;109_A85.d;5.538;4026773;967483;221045;58085;30275;19562;0;7276;10172;0;0;0;0;0;0;0;5340671;93.68;4.97;0;0.09;0.53;0.37;0;0.14;0.23;0;0;0;0;0;0;0;100;93.68;6.32;0.8;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;110_A86.d;5.545;7912247;1735010;410544;75379;46224;26948;0;14273;4182;0;0;0;0;0;0;0;10224807;96.07;3.05;0;0;0.42;0.26;0;0.16;0.03;0;0;0;0;0;0;0;100;96.07;3.93;0.5;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;111_A87.d;5.542;8580724;1880532;425466;72394;38986;12669;0;17723;0;0;0;0;0;0;0;0;11028495;96.4;3.01;0;0;0.3;0.09;0;0.2;0;0;0;0;0;0;0;0;100;96.4;3.6;0.41;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;112_A88.d;5.543;4882180;1142219;268939;60941;41279;0;0;18519;6734;0;0;0;0;0;0;0;6420810;94.45;4.42;0;0;0.66;0;0;0.37;0.1;0;0;0;0;0;0;0;100;94.45;5.55;0.69;;;;;;;;;;;;;;;;;;;;;;
methionine-AccQ;;23;113_A89.d;5.531;6458542;1505992;341508;77972;48036;24538;0;17151;5794;0;0;0;0;0;0;0;8479532;94.55;4.32;0;0;0.56;0.27;0;0.24;0.06;0;0;0;0;0;0;0;100;94.55;5.45;0.67;;;;;;;;;;;;;;;;;;;;;;
